time_tick,acc_X_value,acc_Y_value,acc_Z_value
16.223263,-1.406045,-1.272414,-12.716807
16.256587,-1.915879,-1.479071,-10.943838
16.289914,-1.914382,-1.085360,-9.212469
16.323266,-1.737804,-0.798794,-8.923508
16.356579,-1.437470,-0.490081,-8.254904
16.389913,-1.101971,-0.919855,-6.758624
16.423252,-1.050643,-1.561674,-6.077150
16.456706,-0.703920,-1.974688,-6.074755
16.489980,-0.638078,-2.280858,-7.301079
16.523386,-0.461648,-2.343409,-8.657742
16.556510,-0.567895,-2.338620,-9.749238
16.589522,-0.729958,-2.282803,-10.467973
16.622439,-1.040767,-2.150220,-10.944735
16.656586,-1.231711,-2.055795,-11.676938
16.689916,-0.804480,-1.942066,-11.813413
16.723245,-0.703771,-1.717602,-12.438621
16.756637,-1.009192,-1.513788,-12.713515
16.789903,-0.508936,-1.298302,-11.169798
16.823267,0.077216,-1.656547,-9.376627
16.856603,0.373509,-1.777309,-8.929644
16.889938,-0.447732,-1.956432,-9.326197
16.923322,-0.418851,-1.396169,-9.687435
16.956583,-0.423938,-1.249519,-9.442470
16.990016,-0.133631,-1.199089,-8.702037
17.023247,-0.001197,-1.702338,-7.739683
17.056602,-0.180320,-2.078690,-7.536318
17.089946,-0.310958,-2.316024,-8.283036
17.123258,-0.651246,-1.891038,-8.758452
17.156587,-0.240027,-1.791825,-8.989052
17.189936,-0.507290,-1.641433,-9.168324
17.223322,-1.214652,-1.960622,-10.803772
17.256612,-0.811514,-1.686476,-10.778931
17.289977,-0.386977,-1.772820,-10.673283
17.323254,-1.389584,-2.337124,-11.038861
17.356642,-2.006862,-1.690217,-14.688203
17.389937,-2.233122,-0.417354,-13.113062
17.423251,-1.582474,-0.228954,-9.270381
17.456641,-0.953824,-0.775150,-8.156887
17.489920,-1.307430,-1.079375,-9.089013
17.523250,-2.024669,-1.547607,-8.672557
17.556654,-1.489546,-1.493886,-7.742676
17.589915,-0.825430,-1.929646,-7.503995
17.623265,-1.019966,-2.151417,-7.789514
17.656584,-1.112595,-2.079738,-8.378209
17.689968,-1.357710,-1.880713,-8.671958
17.722950,-1.527705,-2.169374,-9.481227
17.756600,-0.855060,-2.009705,-9.501878
17.789918,-0.763029,-2.097844,-9.154258
17.823429,-0.630146,-1.969900,-9.568170
17.856584,-0.623113,-1.904356,-10.453458
17.889915,-0.297640,-1.895078,-10.565241
17.923237,0.178823,-2.312582,-10.655027
17.956588,-0.096220,-1.858416,-10.793596
17.989994,0.178973,-1.407242,-10.459743
18.023279,0.351511,-1.284236,-10.577961
18.056591,-0.380991,-1.481914,-10.836244
18.089988,-0.717239,-1.776561,-9.371390
18.123034,-0.254393,-2.057291,-7.492323
18.155847,0.481102,-2.146478,-7.115821
18.189923,0.134978,-2.229680,-7.457157
18.223357,-0.133182,-2.532557,-8.824894
18.256599,-0.486340,-2.527918,-9.684443
18.289924,-0.529886,-2.443220,-9.513101
18.323259,-0.235987,-2.575954,-8.821302
18.356583,-0.065544,-2.978344,-9.051154
18.389924,-0.252448,-2.906515,-9.774378
18.422625,0.077964,-2.628179,-10.718326
18.456603,0.124204,-2.338021,-10.820981
18.489939,-0.046539,-2.452648,-12.658596
18.523247,-1.240241,-1.427743,-12.895032
18.556702,-0.897109,-1.319701,-10.440588
18.589942,-0.299585,-1.525011,-9.657357
18.623302,-0.699132,-1.832378,-9.826005
18.656626,-1.438667,-1.426845,-9.438729
18.689907,-0.905489,-1.393774,-8.423551
18.723247,-0.331609,-2.008059,-7.632090
18.755805,-0.087840,-2.651972,-7.246609
18.789982,-0.518214,-2.553807,-7.948435
18.823249,-0.729210,-2.478686,-7.729956
18.856605,-0.169396,-2.726046,-8.389283
18.889916,-0.140664,-2.581042,-9.059234
18.923274,0.041900,-2.741908,-8.675550
18.956600,0.155479,-2.679956,-10.331948
18.989948,0.434563,-2.630723,-10.041790
19.023284,-0.364979,-2.728290,-10.829810
19.056591,0.097567,-2.740411,-11.652547
19.089915,0.818697,-1.729573,-12.645428
19.123325,0.693894,-1.627816,-10.373249
19.156587,1.356663,-2.029458,-9.865810
19.189915,0.298837,-2.128521,-10.488474
19.222378,-0.455663,-1.949249,-10.796140
19.256589,-0.269357,-1.610607,-9.724547
19.289783,-0.181667,-1.947753,-7.378744
19.323307,-0.450126,-2.625186,-6.599853
19.356631,-0.685963,-2.944973,-6.733334
19.389923,-0.025439,-2.269934,-7.675037
19.423281,0.206507,-2.556201,-8.598933
19.456608,-0.269806,-2.804010,-8.856468
19.489906,-0.061803,-2.708837,-9.567272
19.523249,-0.124204,-2.589721,-10.535462
19.556577,-0.258882,-3.067980,-10.763817
19.589989,-0.463145,-3.377441,-10.504636
19.623248,-1.203129,-2.460878,-13.821172
19.656605,-1.014430,-1.539377,-12.682838
19.690060,-0.956817,-2.121338,-11.122362
19.723443,0.071829,-1.965410,-9.095747
19.756591,-1.945957,-1.973342,-8.299796
19.789951,-1.990999,-2.224592,-8.813670
19.822854,0.310808,-2.037089,-7.408822
19.855854,0.748364,-2.039783,-7.244215
19.889977,-0.540510,-2.940185,-6.395740
19.923249,-0.679080,-3.010367,-8.479967
19.956648,-0.162961,-2.591517,-9.832439
19.989921,-0.639873,-3.319978,-9.648528
20.023243,-0.523750,-3.460493,-8.999676
20.056621,-0.720980,-3.794347,-9.506367
20.089951,-0.704669,-3.478001,-10.258174
20.123315,-0.528090,-3.679271,-10.542196
20.156584,-0.178674,-3.807515,-11.316748
20.189940,0.231198,-2.982534,-12.760054
20.223254,-0.009876,-2.054448,-12.222237
20.256577,0.506242,-2.561887,-8.902259
20.289922,1.344243,-2.489610,-8.544762
